[APPLY] scanning...
  OK entities/案例/case-china-resources-hr-policy.md
  OK entities/案例/case-cma-15th-advanced-english-intensive-training.md
  OK entities/案例/case-cnbm-international-development.md
  OK entities/案例/case-cnec-nuclear-english-training.md
  OK entities/案例/case-cnnc-24-english-graduation.md
  OK entities/案例/case-cnnc-24-international-engineering-english.md
  OK entities/案例/case-cnnc-jianzhong-english-intensive.md
  OK entities/案例/case-cnooc-9th-international-professional-training.md
  OK entities/案例/case-cnooc-english-training-camp-amazing.md
  OK entities/案例/case-cnooc-equipment-english-training.md
  OK entities/案例/case-cnooc-gas-power-2025-international-trade-training.md
  OK entities/案例/case-cnooc-international-talent-english-2017.md
  OK entities/案例/case-cnooc-international-talent-training.md
  OK entities/案例/case-cnooc-overseas-finance-english.md
  OK entities/案例/case-cnooc-research-institute-english-training.md
  OK entities/案例/case-cnooc-trading-new-employee-training.md
  OK entities/案例/case-cnpc-translation-intensive-training.md
  OK entities/案例/case-cosl-business-english-training.md
  OK entities/案例/case-cosl-business-english.md
  OK entities/案例/case-cpec-english-training.md
  OK entities/案例/case-cscec-international-english-improvement.md
  OK entities/案例/case-cwe-youth-business-english-competition-award.md
  OK entities/案例/case-dangsheng-technology.md
  OK entities/案例/case-digital-tech-training-multiple.md
  OK entities/案例/case-energy-china-international-talent-strategy.md
  OK entities/案例/case-ethiopia-chinese-workshop.md
  OK entities/案例/case-foton-overseas-business-english.md
  OK entities/案例/case-global-hq-empowerment-overseas.md
  OK entities/案例/case-gofluent-automotive-language-solution.md
  OK entities/案例/case-hangjun4018-english-training.md
  OK entities/案例/case-hr-digital-transformation.md
  OK entities/案例/case-huawei-cloud-english-training.md
  OK entities/案例/case-international-engineering-business-english-training.md
  OK entities/案例/case-jepcc-overseas-employee-training.md
  OK entities/案例/case-jinao-esg-compliance-training.md
  OK entities/案例/case-mgt-trainee-company-a.md
  OK entities/案例/case-middle-east-cross-cultural-relationship-building.md
  OK entities/案例/case-mining-engineering-english-corner.md
  OK entities/案例/case-mnc-project-manager-crossborder-communication.md
  OK entities/案例/case-national-day-english-speaking-camp.md
  OK entities/案例/case-ncpe-advanced-english-training.md
  OK entities/案例/case-nec-contract-training-cccc-road-bridge.md
  OK entities/案例/case-oman-marsa-lng-english-training.md
  OK entities/案例/case-overseas-engineering-business-english-handbook.md
  OK entities/案例/case-overseas-hr-tcl-cimc-nio.md
  OK entities/案例/case-overseas-localization-transition-challenges.md
  OK entities/案例/case-payinone-global-hr-platform.md
  OK entities/案例/case-pdi-business-english-competition.md
  OK entities/案例/case-powerchina-business-english-writing.md
  OK entities/案例/case-powerchina-english-training.md
  OK entities/案例/case-powerchina-new-employee-english.md
  OK entities/案例/case-shanghai-communication-business-english.md
  OK entities/案例/case-siemens-shanghai-acquisition-localization.md
  OK entities/案例/case-sinopec-business-marketing-english.md
  OK entities/案例/case-speexx-changan-business-english.md
  OK entities/案例/case-sunny-group-english-training.md
  OK entities/案例/case-third-phase-overseas-talent-english-training-duplicate.md
  OK entities/案例/case-third-phase-overseas-talent-english-training.md
  OK entities/案例/case-water-planning-institute-11th-business-english-competition.md
  OK entities/案例/case-xg-xuege-fashion-training.md
  OK entities/案例/case-xuyang-international-talent-english-training.md
  OK entities/案例/case-yihangju-eagle-plan-language-training.md
  OK entities/案例/case-yingnai-client-training-projects.md
  OK entities/案例/case-yingnai-student-stories.md
  OK entities/案例/case-zambia-chinese-english-training.md
  OK entities/案例/case-zhejiang-thermal-power-english-training.md
  OK entities/案例/case-zhongjiaotongli-english-training.md
  OK entities/案例/cases-ai-engineering.md
  OK entities/案例/cases-alibaba-cloud-ai-talent.md
  OK entities/案例/cases-axa-insurance-compliance.md
  OK entities/案例/cases-byd.md
  OK entities/案例/cases-ccpit-overseas-training.md
  OK entities/案例/cases-central-soe-international-talent.md
  OK entities/案例/cases-cgn-uranium-international-talent.md
  OK entities/案例/cases-cib-digital-leadership.md
  OK entities/案例/cases-citic-dicaastal-international-talent.md
  OK entities/案例/cases-cnpc-international-talent-model.md
  OK entities/案例/cases-crbc-international-talent.md
  OK entities/案例/cases-crland.md
  OK entities/案例/cases-cross-culture.md
  OK entities/案例/cases-cscec-overseas-business-training.md
  OK entities/案例/cases-dangsheng-finnish-project.md
  OK entities/案例/cases-enterprise-training-and-talent-development.md
  OK entities/案例/cases-enterprise-university-marketization.md
  OK entities/案例/cases-haier.md
  OK entities/案例/cases-huawei-training-evaluation.md
  OK entities/案例/cases-huawei.md
  OK entities/案例/cases-language-training.md
  OK entities/案例/cases-localization.md
  OK entities/案例/cases-luzhou-laojiao-digital-learning.md
  OK entities/案例/cases-mcdonalds.md
  OK entities/案例/cases-mideast-epc.md
  OK entities/案例/cases-negotiation-hr-scenarios.md
  OK entities/案例/cases-negotiation-training-procurement.md
  OK entities/案例/cases-negotiation.md
  OK entities/案例/cases-outbound-experience.md
  OK entities/案例/cases-overseas-crisis-15.md
  OK entities/案例/cases-overseas-crisis-comms.md
  OK entities/案例/cases-overseas-hr-management-eor.md
  OK entities/案例/cases-overseas-investment-cases.md
  OK entities/案例/cases-ozon-russia-market.md
  OK entities/案例/cases-plaud.md
  OK entities/案例/cases-project-management.md
  OK entities/案例/cases-public-speaking.md
  OK entities/案例/cases-sinopec-learning-transformation.md
  OK entities/案例/cases-soe-globalization.md
  OK entities/案例/cases-soe-training-insights.md
  OK entities/案例/cases-state-owned-enterprise.md
  OK entities/案例/cases-sungrow-power-sources.md
  OK entities/案例/cases-tencent.md
  OK entities/案例/cases-tianhong-digital-talent-model.md
  OK entities/案例/cases-tianma-digital-leadership-ai.md
  OK entities/案例/cases-united-imaging.md
  OK entities/案例/cases-yangjiang-nuclear-digital-talent.md
  OK entities/案例/cases-zte-digital-leadership.md
  OK entities/案例/central-soe-cccc-review.md
  OK entities/案例/central-soe-foreign-business-negotiation.md
  OK entities/案例/central-soe-foreign-engineering.md
  OK entities/案例/central-soe-rise-concept-model.md
  OK entities/案例/central-soe-talent-plan-2023-2025.md
  OK entities/案例/central-soe-training-system.md
  OK entities/案例/china-enterprise-overseas-overview.md
  OK entities/案例/citic-construction-intl-talent.md
  OK entities/案例/citic-construction-language-training.md
  OK entities/案例/citic-construction-talent-system.md
  OK entities/案例/cr-cross-cultural-management.md
  OK entities/案例/cr-enterprise-language-training.md
  OK entities/案例/cr-international-negotiation-presentation.md
  OK entities/案例/cr-localization-management.md
  OK entities/案例/crl-hr-policy-system.md
  OK entities/案例/enterprise-going-global-landscape.md
  OK entities/案例/enterprise-internationalization-cases.md
  OK entities/竞品/engnice-competitor-analysis.md
  OK entities/竞品/speexx-competitor-analysis.md
  OK entities/竞品/tianyuan-hongding-competitive-analysis.md
  OK entities/竞品/tianyuan-hongding-methodology.md
  OK entities/竞品/tianyuanhongding-competitor-analysis.md
  OK entities/竞品/yingnai-english-competitive-analysis.md
  OK entities/竞品/yingnai-english.md
  OK entities/索引/equalocean-research-index.md
  OK entities/索引/finance-magazine-index.md
  OK entities/索引/hr-magazine-index.md
  OK entities/索引/hroot-hr-research-index.md
  OK entities/索引/international-observation-index.md
  OK entities/索引/overseas-regional-research-index.md
  OK entities/索引/soe-magazine-index.md
  OK entities/索引/state-assets-report-index.md
  OK entities/索引/state-assets-report-policy-index.md
  OK entities/索引/state-owned-enterprises-index.md
  OK entities/索引/systematic-certification-index.md
  OK entities/训练产品/b2b-professional-sales-training.md
  OK entities/训练产品/b2b-sales-training.md
  OK entities/训练产品/business-english-meetings.md
  OK entities/训练产品/business-meeting-handbook.md
  OK entities/训练产品/carl-training-proposals-supplement.md
  OK entities/训练产品/cec-training-proposal-library.md
  OK entities/训练产品/communication-skills-training-robert-moore.md
  OK entities/训练产品/cross-cultural-case-training.md
  OK entities/训练产品/cross-industry-overseas-training-demand.md
  OK entities/训练产品/industry-function-training-cases.md
  OK entities/训练产品/presentation-skills-workbook.md
  OK entities/训练产品/training-magazine-industry-trends.md
  OK entities/训练产品/training-solution-innovation-case-library.md
  OK entities/训练产品/ttt-instructor-training-system.md
  OK reports/health_report_202605.md
  OK reports/health_report_202605_final.md
  OK 方法工具箱/课程萃取项目/README.md
  OK 方法工具箱/课程萃取项目/中层领导力课程体系萃取报告.md
  OK 方法工具箱/课程萃取项目/知识卡片-中层领导力课程体系.md
  OK 方法工具箱/课程萃取项目/1-项目概览/干系人沟通记录.md
  OK 方法工具箱/课程萃取项目/1-项目概览/项目立项书.md
  OK 方法工具箱/课程萃取项目/1-项目概览/项目计划.md
  OK 方法工具箱/课程萃取项目/2-需求分析/业务场景分析.md
  OK 方法工具箱/课程萃取项目/2-需求分析/学员画像分析.md
  OK 方法工具箱/课程萃取项目/2-需求分析/需求调研报告.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/专家访谈记录表.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/思维导图引导模板.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/案例采集模板.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/知识卡片模板.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/知识萃取全景图.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/经验复盘工作坊设计.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/访谈提纲模板.md
  OK 方法工具箱/课程萃取项目/3-知识萃取工具/隐性知识显性化清单.md
  OK 方法工具箱/课程萃取项目/4-课程设计/教学设计方案.md
  OK 方法工具箱/课程萃取项目/4-课程设计/课程大纲.md
  OK 方法工具箱/课程萃取项目/5-课程开发/学员手册.md
  OK 方法工具箱/课程萃取项目/5-课程开发/讲师手册.md
  OK 方法工具箱/课程萃取项目/6-评估反馈/四级评估方案.md
  OK 方法工具箱/课程萃取项目/6-评估反馈/学员反馈模板.md
  OK 方法工具箱/课程萃取项目/6-评估反馈/课程迭代记录.md
  OK 方法工具箱/课程萃取项目/交付成果/README.md
  OK 方法工具箱/课程萃取项目/模板库/交付物检查清单.md
  OK 方法工具箱/课程萃取项目/模板库/课程萃取流程模板.md
  OK 索引/月度专题/06-跨文化实战.md
  OK 诊断报告/质量评分_20260508.md

Files: 421  Changed: 421  Errors: 0
Types: {'案例': 169, '方法': 98, '模型': 78, '数据': 20, '报告': 18, '索引': 17, '工具': 17, '对比': 4}
Domains: {'知识管理': 139, '出海战略': 119, '人才管理': 103, '语言培训': 100, '跨文化': 51, '谈判沟通': 38, 'AI赋能': 24, '行业洞察': 22, '属地化': 14, '合规风控': 13, '领导力': 12}
